name,genre,score,director,star,budget,gross
The Switch,Comedy,6.1,Josh Gordon,Jennifer Aniston,19000000.0,49843011.0
Step Up,Drama,6.2,Jon M. Chu,Sharni Vinson,30000000.0,159291809.0
The Way,Comedy,7.4,Emilio Estevez,Martin Sheen,,13348704.0
Elektra Luxx,Comedy,5.1,Sebastian Gutierrez,Joseph Gordon-Levitt,,11514.0
Black Death,Action,6.4,Christopher Smith,Eddie Redmayne,,382879.0
Certified Copy,Drama,7.3,Abbas Kiarostami,Juliette Binoche,,7736632.0
Wall Street: Money Never Sleeps,Drama,6.2,Oliver Stone,Shia LaBeouf,70000000.0,134748021.0
The Last Song,Drama,6.0,Julie Anne Robinson,Miley Cyrus,20000000.0,89137047.0
Cop Out,Action,5.6,Kevin Smith,Bruce Willis,30000000.0,55611001.0
Rubber,Comedy,5.8,Quentin Dupieux,Stephen Spinella,500000.0,101729.0
Biutiful,Drama,7.5,Alejandro G. Iñárritu,Javier Bardem,,25147786.0
You Again,Comedy,5.8,Andy Fickman,Kristen Bell,20000000.0,32054369.0
The Bounty Hunter,Action,5.6,Andy Tennant,Jennifer Aniston,40000000.0,136333522.0
From Paris with Love,Action,6.4,Pierre Morel,John Travolta,52000000.0,52844496.0
13 Assassins,Action,7.6,Takashi Miike,Kôji Yakusho,6000000.0,18689058.0
Nanny McPhee Returns,Comedy,6.1,Susanna White,Emma Thompson,35000000.0,93251121.0
All Good Things,Crime,6.3,Andrew Jarecki,Ryan Gosling,,1754389.0
Wild Target,Action,6.8,Jonathan Lynn,Bill Nighy,8000000.0,3494154.0
When in Rome,Comedy,5.6,Mark Steven Johnson,Kristen Bell,55000000.0,43053376.0
Going the Distance,Comedy,6.3,Nanette Burstein,Drew Barrymore,32000000.0,42059111.0
Somewhere,Comedy,6.3,Sofia Coppola,Stephen Dorff,7000000.0,14788642.0
Secretariat,Biography,7.2,Randall Wallace,Diane Lane,35000000.0,60321861.0
Ip Man 2,Action,7.5,Wilson Yip,Donnie Yen,,15089448.0
Death at a Funeral,Comedy,5.7,Neil LaBute,Chris Rock,21000000.0,49050886.0
The Spy Next Door,Action,5.5,Brian Levant,Jackie Chan,28000000.0,66166000.0
Hereafter,Drama,6.4,Clint Eastwood,Matt Damon,50000000.0,106956330.0
Repo Men,Action,6.3,Miguel Sapochnik,Jude Law,32000000.0,18409891.0
Vampires Suck,Comedy,3.4,Jason Friedberg,Jenn Proske,20000000.0,80547866.0
I'm Still Here,Comedy,6.2,Casey Affleck,Joaquin Phoenix,,626396.0
The Whistleblower,Biography,7.1,Larysa Kondracki,Rachel Weisz,,1870392.0
Tamara Drewe,Comedy,6.2,Stephen Frears,Gemma Arterton,,12037973.0
Twelve,Action,5.6,Joel Schumacher,Chace Crawford,5000000.0,2648195.0
The Housemaid,Drama,6.4,Sang-soo Im,Jeon Do-yeon,,15038301.0
Beginners,Comedy,7.2,Mike Mills,Ewan McGregor,3200000.0,14311701.0
Legend of the Guardians: the Owls of Ga'Hoole,Animation,6.9,Zack Snyder,Jim Sturgess,80000000.0,140073390.0
Rabbit Hole,Drama,7.0,John Cameron Mitchell,Nicole Kidman,5000000.0,5144717.0
Meek's Cutoff,Adventure,6.6,Kelly Reichardt,Michelle Williams,2000000.0,1205257.0
Conviction,Biography,7.2,Tony Goldwyn,Hilary Swank,12500000.0,11104555.0
Trust,Crime,6.9,David Schwimmer,Clive Owen,4000000.0,595802.0
My Name Is Khan,Drama,8.0,Karan Johar,Shah Rukh Khan,12000000.0,42345360.0
Last Night,Drama,6.6,Massy Tadjedin,Keira Knightley,,11042068.0
The Company Men,Drama,6.7,John Wells,Ben Affleck,15000000.0,8087000.0
Cyrus,Comedy,6.3,Jay Duplass,John C. Reilly,7000000.0,9933873.0
Paranormal Activity 2,Horror,5.7,Tod Williams,Katie Featherston,3000000.0,177512032.0
The Killer Inside Me,Crime,6.1,Michael Winterbottom,Casey Affleck,13000000.0,4052191.0
The Extra Man,Comedy,5.8,Shari Springer Berman,Kevin Kline,7000000.0,649626.0
Greenberg,Comedy,6.1,Noah Baumbach,Ben Stiller,,6344112.0
Stone,Drama,5.4,John Curran,Edward Norton,22000000.0,10300416.0
Why Did I Get Married Too?,Comedy,4.7,Tyler Perry,Janet Jackson,20000000.0,60673972.0
The Last Exorcism,Horror,5.7,Daniel Stamm,Patrick Fabian,1800000.0,69432527.0
Dirty Girl,Comedy,6.4,Abe Sylvia,Juno Temple,4000000.0,143485.0
London Boulevard,Crime,6.2,William Monahan,Colin Farrell,25000000.0,8307227.0
Fair Game,Biography,6.8,Doug Liman,Naomi Watts,22000000.0,25806953.0
The Silence,Crime,7.0,Baran bo Odar,Ulrich Thomsen,,416675.0
The Back-up Plan,Comedy,5.4,Alan Poul,Jennifer Lopez,35000000.0,77477008.0
What If...,Drama,6.4,Dallas Jenkins,Kevin Sorbo,,814906.0
Udaan,Drama,8.2,Vikramaditya Motwane,Rajat Barmecha,,434862.0
Don't Be Afraid of the Dark,Fantasy,5.6,Troy Nixey,Katie Holmes,25000000.0,38269529.0
Country Strong,Drama,6.3,Shana Feste,Garrett Hedlund,15000000.0,20529194.0
Little White Lies,Comedy,7.1,Guillaume Canet,François Cluzet,,53319615.0
Charlie St. Cloud,Drama,6.4,Burr Steers,Zac Efron,44000000.0,48190704.0
Snabba Cash,Action,6.7,Daniel Espinosa,Joel Kinnaman,,8444544.0
Stake Land,Drama,6.5,Jim Mickle,Connor Paolo,650000.0,405380.0
Vanishing on 7th Street,Horror,4.9,Brad Anderson,Hayden Christensen,10000000.0,1671196.0
Barney's Version,Comedy,7.3,Richard J. Lewis,Paul Giamatti,30000000.0,12106921.0
You Will Meet a Tall Dark Stranger,Comedy,6.3,Woody Allen,Anthony Hopkins,22000000.0,36015260.0
The Conspirator,Crime,6.9,Robert Redford,Robin Wright,25000000.0,15625544.0
Furry Vengeance,Comedy,3.8,Roger Kumble,Brendan Fraser,35000000.0,36351945.0
The Tempest,Comedy,5.4,Julie Taymor,Helen Mirren,20000000.0,405861.0
Henry's Crime,Comedy,6.0,Malcolm Venville,Keanu Reeves,12000000.0,2169799.0
Extraordinary Measures,Drama,6.4,Tom Vaughan,Brendan Fraser,31000000.0,15134293.0
Yogi Bear,Animation,4.6,Eric Brevig,Dan Aykroyd,80000000.0,203509374.0
My Soul to Take,Horror,4.8,Wes Craven,Max Thieriot,25000000.0,21500813.0
Elle s'appelait Sarah,Drama,7.5,Gilles Paquet-Brenner,Kristin Scott Thomas,,24792815.0
The Warrior's Way,Action,6.3,Sngmoo Lee,Jang Dong-Gun,42000000.0,11103434.0
Hatchet II,Action,5.5,Adam Green,Danielle Harris,800000.0,156190.0
The Trip,Comedy,7.0,Michael Winterbottom,Steve Coogan,,3945217.0
Hesher,Drama,7.0,Spencer Susser,Joseph Gordon-Levitt,7000000.0,449702.0
For Colored Girls,Drama,6.1,Tyler Perry,Janet Jackson,21000000.0,37981984.0
The Perfect Host,Comedy,6.8,Nick Tomnay,David Hyde Pierce,500000.0,453708.0
Love Ranch,Biography,5.6,Taylor Hackford,Helen Mirren,25000000.0,146149.0
Love Crime,Crime,6.5,Alain Corneau,Ludivine Sagnier,,3696522.0
Passion Play,Drama,4.6,Mitch Glazer,Mickey Rourke,8000000.0,25603.0
Kaboom,Comedy,5.7,Gregg Araki,Thomas Dekker,,635162.0
Everything Must Go,Drama,6.4,Dan Rush,Will Ferrell,5000000.0,2820490.0
Captain America: the First Avenger,Action,6.9,Joe Johnston,Chris Evans,140000000.0,370569774.0
Thor,Action,7.0,Kenneth Branagh,Chris Hemsworth,150000000.0,449326618.0
Harry Potter and the Deathly Hallows: Part 2,Adventure,8.1,David Yates,Daniel Radcliffe,125000000.0,1342321665.0
Take Shelter,Drama,7.4,Jeff Nichols,Michael Shannon,5000000.0,3741098.0
Bridesmaids,Comedy,6.8,Paul Feig,Kristen Wiig,32500000.0,288383523.0
Fast Five,Action,7.3,Justin Lin,Vin Diesel,125000000.0,626137675.0
Midnight in Paris,Comedy,7.7,Woody Allen,Owen Wilson,17000000.0,151653750.0
Moneyball,Biography,7.6,Bennett Miller,Brad Pitt,50000000.0,110206216.0
The Girl with the Dragon Tattoo,Crime,7.8,David Fincher,Daniel Craig,90000000.0,232617430.0
Just Go with It,Comedy,6.4,Dennis Dugan,Adam Sandler,80000000.0,214945591.0
The Intouchables,Biography,8.5,Olivier Nakache,François Cluzet,,426588510.0
Drive,Crime,7.8,Nicolas Winding Refn,Ryan Gosling,15000000.0,77187281.0
Green Lantern,Action,5.5,Martin Campbell,Ryan Reynolds,200000000.0,219851172.0
The Cabin in the Woods,Horror,7.0,Drew Goddard,Kristen Connolly,30000000.0,69935600.0
The Help,Drama,8.0,Tate Taylor,Emma Stone,25000000.0,216639112.0
"Crazy, Stupid, Love.",Comedy,7.4,Glenn Ficarra,Steve Carell,50000000.0,145051197.0
No Strings Attached,Comedy,6.2,Ivan Reitman,Natalie Portman,25000000.0,149228077.0
Pirates of the Caribbean: on Stranger Tides,Action,6.6,Rob Marshall,Johnny Depp,250000000.0,1045713802.0
Sucker Punch,Action,6.0,Zack Snyder,Emily Browning,82000000.0,89792502.0
Warrior,Action,8.1,Gavin O'Connor,Tom Hardy,25000000.0,23308615.0
Kung Fu Panda 2,Animation,7.2,Jennifer Yuh Nelson,Jack Black,150000000.0,665692281.0
Friends with Benefits,Comedy,6.5,Will Gluck,Mila Kunis,35000000.0,149542245.0
Immortals,Action,6.0,Tarsem Singh,Henry Cavill,75000000.0,226904017.0
X-Men: First Class,Action,7.7,Matthew Vaughn,James McAvoy,160000000.0,352616690.0
Contagion,Drama,6.7,Steven Soderbergh,Matt Damon,60000000.0,136515867.0
Bad Teacher,Comedy,5.6,Jake Kasdan,Cameron Diaz,20000000.0,216197492.0
In Time,Action,6.7,Andrew Niccol,Justin Timberlake,40000000.0,173930596.0
One Day,Drama,7.0,Lone Scherfig,Anne Hathaway,15000000.0,59389433.0
Scream 4,Horror,6.1,Wes Craven,Neve Campbell,40000000.0,97231420.0
Shame,Drama,7.2,Steve McQueen,Michael Fassbender,6500000.0,19123767.0
Mission: Impossible - Ghost Protocol,Action,7.4,Brad Bird,Tom Cruise,145000000.0,694713380.0
Super 8,Mystery,7.0,J.J. Abrams,Elle Fanning,50000000.0,260095986.0
We Need to Talk About Kevin,Drama,7.5,Lynne Ramsay,Tilda Swinton,7000000.0,9232318.0
Limitless,Sci-Fi,7.4,Neil Burger,Bradley Cooper,27000000.0,161849455.0
Unknown,Action,6.8,Jaume Collet-Serra,Liam Neeson,30000000.0,135710029.0
Transformers: Dark of the Moon,Action,6.2,Michael Bay,Shia LaBeouf,195000000.0,1123794079.0
Cowboys & Aliens,Action,6.0,Jon Favreau,Daniel Craig,163000000.0,174822325.0
Tinker Tailor Soldier Spy,Drama,7.1,Tomas Alfredson,Gary Oldman,,81529126.0
The Twilight Saga: Breaking Dawn - Part 1,Adventure,4.9,Bill Condon,Kristen Stewart,110000000.0,712205856.0
Conan the Barbarian,Action,5.2,Marcus Nispel,Jason Momoa,90000000.0,63523283.0
Cars 2,Animation,6.1,John Lasseter,Owen Wilson,200000000.0,559852396.0
Rango,Animation,7.2,Gore Verbinski,Johnny Depp,135000000.0,245724603.0
Melancholia,Drama,7.2,Lars von Trier,Kirsten Dunst,7400000.0,17039814.0
Source Code,Action,7.5,Duncan Jones,Jake Gyllenhaal,32000000.0,147332697.0
Real Steel,Action,7.0,Shawn Levy,Hugh Jackman,110000000.0,299268508.0
Horrible Bosses,Comedy,6.8,Seth Gordon,Jason Bateman,35000000.0,209838559.0
Rio,Animation,6.9,Carlos Saldanha,Jesse Eisenberg,90000000.0,483866518.0
The Skin I Live In,Drama,7.6,Pedro Almodóvar,Antonio Banderas,,33750478.0
Sherlock Holmes: A Game of Shadows,Action,7.5,Guy Ritchie,Robert Downey Jr.,125000000.0,543848418.0
The Three Musketeers,Action,5.7,Paul W.S. Anderson,Logan Lerman,75000000.0,132274484.0
Sleeping Beauty,Drama,5.3,Julia Leigh,Emily Browning,,408680.0
Tower Heist,Action,6.2,Brett Ratner,Eddie Murphy,75000000.0,152930623.0
Paul,Adventure,7.0,Greg Mottola,Simon Pegg,40000000.0,97984015.0
We Bought a Zoo,Comedy,7.1,Cameron Crowe,Matt Damon,50000000.0,120081841.0
Rise of the Planet of the Apes,Action,7.5,Rupert Wyatt,James Franco,93000000.0,481800873.0
Your Highness,Adventure,5.5,David Gordon Green,Danny McBride,49900000.0,28013733.0
The Lincoln Lawyer,Crime,7.3,Brad Furman,Matthew McConaughey,40000000.0,86752352.0
Colombiana,Action,6.4,Olivier Megaton,Zoe Saldana,40000000.0,71508440.0
Larry Crowne,Comedy,6.1,Tom Hanks,Tom Hanks,30000000.0,75055070.0
Abduction,Action,5.1,John Singleton,Taylor Lautner,35000000.0,82087155.0
A Separation,Drama,8.3,Asghar Farhadi,Payman Maadi,500000.0,22926076.0
Hugo,Drama,7.5,Martin Scorsese,Asa Butterfield,150000000.0,185770310.0
The Adjustment Bureau,Romance,7.0,George Nolfi,Matt Damon,50200000.0,127869379.0
10 Years,Comedy,6.1,Jamie Linden,Channing Tatum,,285984.0
The Tree of Life,Drama,6.8,Terrence Malick,Brad Pitt,32000000.0,58409247.0
The Deep Blue Sea,Drama,6.2,Terence Davies,Rachel Weisz,,3143514.0
Killer Joe,Crime,6.7,William Friedkin,Matthew McConaughey,11000000.0,4633668.0
Jane Eyre,Drama,7.3,Cary Joji Fukunaga,Mia Wasikowska,,34710627.0
Kill the Irishman,Biography,7.1,Jonathan Hensleigh,Ray Stevenson,12000000.0,1188194.0
War Horse,Action,7.2,Steven Spielberg,Jeremy Irvine,66000000.0,177584879.0
The Change-Up,Comedy,6.3,David Dobkin,Jason Bateman,52000000.0,75450437.0
The Raid: Redemption,Action,7.6,Gareth Evans,Iko Uwais,1100000.0,9148519.0
Margin Call,Drama,7.1,J.C. Chandor,Zachary Quinto,3500000.0,19504039.0
Martha Marcy May Marlene,Drama,6.9,Sean Durkin,Elizabeth Olsen,,4778439.0
Hanna,Action,6.8,Joe Wright,Saoirse Ronan,30000000.0,63782078.0
50/50,Comedy,7.6,Jonathan Levine,Joseph Gordon-Levitt,8000000.0,41097853.0
The Descendants,Comedy,7.3,Alexander Payne,George Clooney,20000000.0,177243185.0
The Adventures of Tintin,Animation,7.3,Steven Spielberg,Jamie Bell,135000000.0,373993951.0
The Darkest Hour,Action,4.9,Chris Gorak,Emile Hirsch,30000000.0,64626786.0
Final Destination 5,Action,5.8,Steven Quale,Nicholas D'Agosto,40000000.0,157887643.0
I Am Number Four,Action,6.1,D.J. Caruso,Alex Pettyfer,60000000.0,149878437.0
Footloose,Comedy,5.9,Craig Brewer,Kenny Wormald,24000000.0,63543328.0
You're Next,Horror,6.6,Adam Wingard,Sharni Vinson,1000000.0,26895481.0
Zindagi Na Milegi Dobara,Comedy,8.2,Zoya Akhtar,Hrithik Roshan,,5192743.0
The Hunter,Adventure,6.7,Daniel Nettheim,Willem Dafoe,,1680778.0
The Thing,Horror,6.2,Matthijs van Heijningen Jr.,Mary Elizabeth Winstead,38000000.0,31505287.0
Drive Angry,Action,5.4,Patrick Lussier,Nicolas Cage,50000000.0,40909909.0
Jack and Jill,Comedy,3.3,Dennis Dugan,Adam Sandler,79000000.0,149673788.0
Zookeeper,Comedy,5.2,Frank Coraci,Kevin James,80000000.0,169852759.0
The Hangover Part II,Comedy,6.4,Todd Phillips,Bradley Cooper,80000000.0,586764305.0
Hall Pass,Comedy,5.8,Bobby Farrelly,Owen Wilson,36000000.0,86157237.0
The Best Exotic Marigold Hotel,Comedy,7.3,John Madden,Judi Dench,10000000.0,136836272.0
The Grey,Action,6.8,Joe Carnahan,Liam Neeson,25000000.0,79781695.0
The Sitter,Comedy,5.7,David Gordon Green,Jonah Hill,25000000.0,34942188.0
Take Me Home Tonight,Comedy,6.3,Michael Dowse,Topher Grace,23000000.0,7550073.0
The Mechanic,Action,6.6,Simon West,Jason Statham,40000000.0,76130093.0
Ghost Rider: Spirit of Vengeance,Action,4.3,Mark Neveldine,Nicolas Cage,57000000.0,132563930.0
Battle Los Angeles,Action,5.7,Jonathan Liebesman,Aaron Eckhart,70000000.0,211819354.0
The Green Hornet,Action,5.8,Michel Gondry,Seth Rogen,120000000.0,227817248.0
Killer Elite,Action,6.4,Gary McKendry,Jason Statham,70000000.0,57084522.0
Shark Night,Horror,4.0,David R. Ellis,Sara Paxton,25000000.0,41363927.0
J. Edgar,Biography,6.5,Clint Eastwood,Leonardo DiCaprio,35000000.0,84920539.0
Dream House,Drama,6.0,Jim Sheridan,Daniel Craig,50000000.0,39984400.0
Haywire,Action,5.8,Steven Soderbergh,Gina Carano,23000000.0,34513760.0
A Dangerous Method,Biography,6.4,David Cronenberg,Michael Fassbender,,30519436.0
The Muppets,Adventure,7.1,James Bobin,Amy Adams,45000000.0,165184237.0
The Smurfs,Animation,5.4,Raja Gosnell,Hank Azaria,110000000.0,563749323.0
The Ides of March,Drama,7.1,George Clooney,Paul Giamatti,12500000.0,76338111.0
Fright Night,Comedy,6.4,Craig Gillespie,Anton Yelchin,30000000.0,41002607.0
Soul Surfer,Biography,7.0,Sean McNamara,AnnaSophia Robb,18000000.0,47120948.0
The Artist,Comedy,7.9,Michel Hazanavicius,Jean Dujardin,15000000.0,133432856.0
Water for Elephants,Drama,6.9,Francis Lawrence,Robert Pattinson,38000000.0,117094902.0
"Oslo, August 31st",Drama,7.6,Joachim Trier,Anders Danielsen Lie,,1470679.0
The Snowtown Murders,Biography,6.6,Justin Kurzel,Lucas Pittaway,2000000.0,1349387.0
Something Borrowed,Comedy,5.9,Luke Greenfield,Ginnifer Goodwin,35000000.0,65100369.0
The Human Centipede II (Full Sequence),Horror,3.8,Tom Six,Laurence R. Harvey,,170323.0
Priest,Action,5.7,Scott Stewart,Paul Bettany,60000000.0,78309505.0
Johnny English Reborn,Action,6.3,Oliver Parker,Rowan Atkinson,45000000.0,160078586.0
The Inbetweeners,Comedy,6.7,Ben Palmer,James Buckley,,88823111.0
Bucky Larson: Born to Be a Star,Comedy,3.2,Tom Brady,Nick Swardson,10000000.0,2530394.0
Diary of a Wimpy Kid: Rodrick Rules,Animation,6.5,David Bowers,Zachary Gordon,21000000.0,72526996.0
Kill List,Action,6.4,Ben Wheatley,Neil Maskell,,450275.0
Carnage,Comedy,7.2,Roman Polanski,Jodie Foster,25000000.0,30722632.0
Attack the Block,Action,6.7,Joe Cornish,John Boyega,13000000.0,6206022.0
The Guard,Comedy,7.3,John Michael McDonagh,Brendan Gleeson,6000000.0,19561904.0
Young Adult,Comedy,6.3,Jason Reitman,Charlize Theron,12000000.0,22939027.0
The Devil's Double,Biography,7.1,Lee Tamahori,Dominic Cooper,19100000.0,5728213.0
Another Earth,Drama,6.9,Mike Cahill,Brit Marling,100000.0,1938783.0
Perfect Sense,Drama,7.1,David Mackenzie,Ewan McGregor,,933352.0
Like Crazy,Drama,6.7,Drake Doremus,Felicity Jones,250000.0,3852409.0
What's Your Number?,Comedy,6.1,Mark Mylod,Anna Faris,20000000.0,30426096.0
Detachment,Drama,7.7,Tony Kaye,Adrien Brody,,1688710.0
Gnomeo & Juliet,Animation,5.9,Kelly Asbury,James McAvoy,36000000.0,193967670.0
Puss in Boots,Animation,6.6,Chris Miller,Antonio Banderas,130000000.0,554987477.0
Beastly,Drama,5.6,Daniel Barnz,Alex Pettyfer,17000000.0,43202283.0
The Art of Getting by,Drama,6.6,Gavin Wiesen,Freddie Highmore,,1892130.0
My Week with Marilyn,Biography,6.9,Simon Curtis,Michelle Williams,,35057696.0
This Must Be the Place,Adventure,6.7,Paolo Sorrentino,Sean Penn,,11928909.0
Butter,Comedy,6.2,Jim Field Smith,Jennifer Garner,,175706.0
Bernie,Biography,6.8,Richard Linklater,Jack Black,5000000.0,10173061.0
Season of the Witch,Action,5.4,Dominic Sena,Nicolas Cage,40000000.0,91627228.0
Silent House,Drama,5.3,Chris Kentis,Elizabeth Olsen,2000000.0,16527747.0
Winnie the Pooh,Animation,7.2,Stephen J. Anderson,Jim Cummings,30000000.0,49871429.0
Hobo with a Shotgun,Action,6.1,Jason Eisener,Rutger Hauer,3000000.0,748453.0
The Eagle,Action,6.2,Kevin Macdonald,Channing Tatum,25000000.0,37989684.0
The Rum Diary,Comedy,6.2,Bruce Robinson,Johnny Depp,45000000.0,30134958.0
Spy Kids 4-D: All the Time in the World,Animation,3.5,Robert Rodriguez,Jessica Alba,27000000.0,85564310.0
The Divide,Drama,5.8,Xavier Gens,Lauren German,3000000.0,145676.0
Red Riding Hood,Fantasy,5.5,Catherine Hardwicke,Amanda Seyfried,42000000.0,90260376.0
The Roommate,Drama,4.8,Christian E. Christiansen,Minka Kelly,16000000.0,40492652.0
Salmon Fishing in the Yemen,Comedy,6.8,Lasse Hallström,Ewan McGregor,,34564651.0
Monte Carlo,Adventure,5.8,Thomas Bezucha,Selena Gomez,20000000.0,39782683.0
The Rite,Drama,6.0,Mikael Håfström,Colin O'Donoghue,37000000.0,96560591.0
New Year's Eve,Comedy,5.7,Garry Marshall,Sarah Jessica Parker,56000000.0,142044638.0
Sound of My Voice,Drama,6.6,Zal Batmanglij,Christopher Denham,135000.0,424088.0
W.E.,Drama,6.3,Madonna,Abbie Cornish,15000000.0,2042203.0
Goon,Comedy,6.8,Michael Dowse,Seann William Scott,,6985158.0
Extremely Loud & Incredibly Close,Adventure,6.9,Stephen Daldry,Thomas Horn,40000000.0,55247881.0
Alvin and the Chipmunks: Chipwrecked,Animation,4.3,Mike Mitchell,Justin Long,75000000.0,342695435.0
House of Tolerance,Drama,6.7,Bertrand Bonello,Noémie Lvovsky,,1389920.0
Our Idiot Brother,Comedy,6.4,Jesse Peretz,Paul Rudd,5000000.0,25804448.0
Weekend,Drama,7.6,Andrew Haigh,Tom Cullen,,1192003.0
360,Drama,6.2,Fernando Meirelles,Rachel Weisz,,4396975.0
Sanctum,Action,5.9,Alister Grierson,Rhys Wakefield,30000000.0,108609310.0
The Big Year,Comedy,6.2,David Frankel,Owen Wilson,41000000.0,8179416.0
Jo Nesbø's Headhunters,Action,7.5,Morten Tyldum,Aksel Hennie,,18962444.0
Straw Dogs,Action,5.8,Rod Lurie,James Marsden,25000000.0,11168712.0
Red State,Action,6.2,Kevin Smith,Michael Parks,4000000.0,1874460.0
Trespass,Crime,5.3,Joel Schumacher,Nicolas Cage,35000000.0,10117966.0
Machine Gun Preacher,Action,6.8,Marc Forster,Gerard Butler,30000000.0,3338690.0
From Up on Poppy Hill,Animation,7.4,Gorô Miyazaki,Sarah Bolger,22000000.0,61487846.0
30 Minutes or Less,Action,6.1,Ruben Fleischer,Jesse Eisenberg,28000000.0,40662632.0
The Iron Lady,Biography,6.4,Phyllida Lloyd,Meryl Streep,13000000.0,115890699.0
Your Sister's Sister,Comedy,6.7,Lynn Shelton,Mark Duplass,125000.0,3242802.0
Mr. Popper's Penguins,Comedy,6.0,Mark Waters,Jim Carrey,55000000.0,187361754.0
Texas Killing Fields,Crime,5.7,Ami Canaan Mann,Sam Worthington,,1271319.0
Take This Waltz,Comedy,6.6,Sarah Polley,Michelle Williams,,4965950.0
A Good Old Fashioned Orgy,Comedy,6.1,Alex Gregory,Jason Sudeikis,,1378947.0
Special Forces,Action,6.4,Stéphane Rybojad,Diane Kruger,,3424648.0
Courageous,Drama,7.0,Alex Kendrick,Alex Kendrick,2000000.0,35185884.0
Jin ling shi san chai,Drama,7.6,Yimou Zhang,Christian Bale,94000000.0,2855644.0
Apollo 18,Horror,5.2,Gonzalo López-Gallego,Warren Christie,5000000.0,26236153.0
Anonymous,Drama,6.9,Roland Emmerich,Rhys Ifans,30000000.0,15395087.0
Hop,Animation,5.4,Tim Hill,Russell Brand,63000000.0,183954145.0
Atlas Shrugged: Part I,Drama,5.6,Paul Johansson,Taylor Schilling,20000000.0,4627375.0
Coriolanus,Drama,6.1,Ralph Fiennes,Ralph Fiennes,,2435325.0
Elles,Drama,5.6,Malgorzata Szumowska,Juliette Binoche,,3822241.0
Angels Crest,Drama,5.8,Gaby Dellal,Thomas Dekker,,2037.0
Happy Feet Two,Animation,5.9,George Miller,Elijah Wood,135000000.0,159197038.0
Hysteria,Biography,6.7,Tanya Wexler,Maggie Gyllenhaal,,
The Beaver,Drama,6.6,Jodie Foster,Mel Gibson,21000000.0,7294800.0
The Prey,Action,6.7,Eric Valette,Albert Dupontel,,3102666.0
Wuthering Heights,Drama,6.0,Andrea Arnold,Kaya Scodelario,,1742215.0
Win Win,Comedy,7.1,Tom McCarthy,Paul Giamatti,,11789613.0
Rockstar,Drama,7.7,Imtiaz Ali,Ranbir Kapoor,10920000.0,11219667.0
"Big Mommas: Like Father, Like Son",Action,4.4,John Whitesell,Martin Lawrence,32000000.0,82686066.0
Tyrannosaur,Drama,7.6,Paddy Considine,Peter Mullan,,676111.0
Once Upon a Time in Anatolia,Crime,7.9,Nuri Bilge Ceylan,Muhammet Uzuner,,2099472.0
The Dilemma,Comedy,5.3,Ron Howard,Vince Vaughn,70000000.0,69721966.0
